,Unnamed: 0,title,lyrics,label
647,647,The Fightin’ Side Of Me,hear people talking bad way live country harping war fight griping bout way thing ought dont mind switching side standing thing believe theyre running country man theyre walking fighting side theyre walking fighting side running way life fighting men fought died keep dont love leave let song im singing warning youre running country ho youre walking fighting side read squirrely guy claim dont believe fighting wonder long rest u count free love milk honey preach way living theyre running country man theyre walking fighting side theyre walking fighting side running way life fighting men fought died keep dont love leave let song im singing warning youre running country man youre walking fighting side youre walking fighting side running way life fighting men fought died keep dont love leave let song im singing warning youre running country ho youre walking fighting side,Tension
648,648,Wanna be Loved,world love could must bee somewhere buju banton need desperately baba bomb wan na loved think want could love real love string attached wan na give heart dont want take back chat cho searching long long time ohsotrue love comfort heart mine pretense stop wasting time virtuous woman really hard find im telling lady im human looking impossibility genuine woman sincerity someone always near hold show care front boldly dont shun feeling positive meaning love morning noon season wan na loved think want could love real love string attached wan na give heart dont want take back chat cho well every ho stick bush happen meshe must somewhere could caught passionately love rhapsody im like waiting honey aint queen bee everybodys laughing say im silly infatuation love fantasy woman lead life string cant tell thing im oh lonely inside sing wan na loved think want could love real love string attached wan na give heart dont want take back chat cho would spend night home mean contention id rather alone tell service man cut phone lock communication light within day id rather stay isolation special someone lifetime ill wait know ill okay cross heart every day live pray know shell come way night day woman pray wan na loved think want could love real love string attached wan na give heart dont want take back chat cho,Tenderness
649,649,Medication,medication medication make high patient im like patient trying find levitation run finger spine elevation medication make high yeah short way long way chalice bubble like deh ray town di way yuh supn nuff haffi weigh pound inna field marijuana playground love mary jane youre prettiest flower girl cant complain im feel high rise rain people damage like bitch cocaine leave lonely feeling pain cause dna highest strain effect potent insane gummy sticky like plasticine grind body stem remain love risky might get detained always keep flying highest plane anybody know always proclaim medication medication make high patient im like patient trying find levitation run finger spine elevation medication make high hey leaf green purple blue ha cured little kid old woman say wonderful herb say wonderful herb look babylon duppy dem fight fi year fi love whole heap man serve year babylon duppy dem fight fi year whole dem buy share celebrity amongst tree across seven sea energy youre enemy catching felony remedy recipe whoa medication medication make high patient im like patient trying find levitation run finger spine elevation medication make high hey ask feel splendid indeed likkle bit black splendid weed purest grow indoors stick seed never force ripe wa real slow speed fertilizer natural baby feed cross pollination shes real pure breed cultivated love shes grown greed shes everything want also need medication medication make high patient im like patient trying find levitation run finger spine elevation medication make high hey,Tenderness
650,650,You’re the Reason Our Kids Are Ugly,youre reason im riding round recapped tyre youre reason im hangin clothes outside wire youre reason kid ugly little darling ah look aint everything money aint everything love youre reason changed beer soda pop youre reason never get go beauty shop youre reason kid ugly little darling oh look aint everything money aint everything love guess wont ever everything need cause get ahead got another mouth feed thats reason good look figure gone thats reason aint got hair comb youre reason kid ugly little darling ah look aint everything money aint everything love conway devil dont gon shave put clean pair pant loretta look wish youd take curler hair go put little bit make get housecoat supper ha well let tell somethin conway considerin everything went today look like movie star yeah ruth cassidy thank besides kid took part family anyway oh huh one thats bald well guess might say took,Tenderness
651,651,Swan Song,crossing border night day lost lonely find twilight sway curse existence loneliness feel waking stranger thing thats real dont sing swan song baby life left ol dog yet aint til fat lady sings aint til swan spread wing fly away see ache lover fumble night feel wrench inside ex lover might say time love heat single stranger kiss always turn bitter sweet dont sing swan song baby still gas left tank aint til fat lady sings aint til swan spread wing fly away youre wonderful youre beautiful give hand,Sadness
652,652,Don’t Stop Dancing,time life wicked cant see light silver lining sometimes isnt enough make wrong seem right whatever life brings ive everything im knee know must go although hurt must strong inside know many feel way child dont stop dancing believe fly away away time life unfair know plain see hey god know im dot world forgot whatever life brings ive everything im knee know must go although hurt must strong inside know many feel way child dont stop dancing believe fly away away hiding shadow forget pain forget sorrow hiding shadow forget pain forget sorrow know must go although hurt must strong inside know many feel way child dont stop dancing believe fly away away child dont stop dancing believe fly away away child dont stop dancing believe fly away away hiding shadow hiding shadow,Sadness
653,653,Sky’s The Limit,baby look mama love know aint little boy youll always baby seems like yesterday wa holding arm look big worry worry time hangin corner time night cruel people baby aint nothin trouble always taught could whatever dream well want hold dream baby hold real tight cause sky limit good evening lady gentleman hows everybody tonight id like welcome stage lyrically acclaimed like young man came came phrase went ashy classy like everybody house give warm round applause notorious big notorious big lady gentleman give yall uh nigga never broke like wa young two pair lee besides pin stripe gray one wore monday wednesday nigga flirt im sewing tiger shirt alligator want see inside see later come drama oh thats nigga fake blaow punch face stay place play position come intuition go nigga pocket rob friend watchin hoe clockin come respect crew crew might next look man eye big man never try rolled stole mean loyalty nigga bought milk lunch milk wa chocolate cooky butter crunch 88 oshkosh blue white dunk pas blunts sky limit know keep keep pressing sky limit know want want sky limit know keep keep pressing sky limit know want want want want wa ashamed crew wa lame enough heart long got stuff even wa wrong got point across depicted bos course orange boxcutter make world go round plus im fucking bitch aint homegirl start stacking dabbled crack gun packing nickname medina make senior tote nina gym class ingls pas global nigga mobile cant see like total getting larger waist taste aint telling felon headin case keep shell tip melon clear space brain wa terrible thing waste 88 gate snatch initial name plate smokin spliff nigga reallife beginner killer praying god forgive u sinner help u sky limit know keep keep pressing sky limit know want want sky limit know keep keep pressing sky limit know want want want want realizin master enterprisin aint school ten began encounter counterpart burn block apart break section drug selection use pipe others use injection syringe sold separately frank deputy quick grab smith wesson like dick wa missing protect position corner lair say hustler prayer game shake break hope make better man take better stand put money mom hand get daughter college plan dont need man stay far timid make move heart live phrase sky limit motherfucker see chump top sky limit know keep keep pressing sky limit know want want sky limit know keep keep pressing sky limit know want want want want sky limit know keep keep pressing sky limit know want want sky limit know keep keep pressing sky limit know want want sky limit know keep,Tenderness
654,654,Strength of a Woman,uh wow uh hm ya shaggy uh yeah one go woman strong woman uh amazing world wa made wonder god woman gift life astounds day give woman shes constant wind fill sail oh woman smile style shell protect like child thats woman chorus shell put smile upon face take higher place dont underestimate strength woman strength woman woke morning got scent woman picture would life would aint much good without woman nag constant pain oh woman hip shes got whipped hard resist woman chorus shell put smile upon face take higher place dont underestimate strength woman strength woman tender lip thats sweet gentle word softly speaks angel meet god bless ground beneath foot take high comfort cry look eye youll see strength woman strength woman chorus shell put smile upon face take higher place dont underestimate strength woman strength woman,Tenderness
655,655,You And Tequila,baby kicking dust canyon wind waiting sun go made mulholland drive hell bent getting high high light town tequila make crazy run like poison blood one night could kill baby one one many one never enough thirty day thirty night putting real good fight time thought youd win easy forget bitter taste morning left swore wouldnt go back tequila make crazy run like poison blood one night could kill baby one one many one never enough come oh damage could always favorite sin tequila make crazy run like poison blood one night could kill baby one one many one never enough never enough tequila tequila make crazy,Tenderness
656,656,Twerk It,big man mi talk ere weh yuh fi shut mout listen close weh come fi shut dung lick shot blow torch bun nuff excitement see frightened watch bwoy run come gal weh yuh hmmm whata gwaan dun wid dat dutty wine tony matterhorn bass lick yuh make clap go go take set trap dont fight know skin soft sit pon go go fuck til yuh broke exotic suck watch fuck weh batty big watch mi love bend ovum spread mek mi stick bun twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twertwertwertwertwertwer twertwertwertwertwertwer twertwertwertwertwertwer twertwertwertwertwertwer twerk twerk twerk seh mi finish wid yuh pull yuh pant gwaan go get yuh friend dance dun come outside fuck inna di benz gyal come enjoy di ride watch di wey mi stick yuh welcome yuh dun know tek di dick yuh friend wait fi yuh hold deh yuh man vex vegetate di bwoy shoot see gun evaporate dat bwoy leggo dat see sound quang level dat di ground pang nuff dat yuh dun know best di best pretty gyal whole heap batty whole heap breast physical yuh drop one could test digital instagram til dem gyal rest twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twertwertwertwertwertwer twertwertwertwertwertwer twertwertwertwertwertwer twertwertwertwertwertwer twerk twerk twerk mi seh walk like champion swing like stallion wid di two big medallion good yuh perfect show dem di action bad gyal concoction cool relax mon eh em yuh nervous skin dun di place spin round show yuh face open close yuh case arch work mi seh hold deh tek time gyal wine yuh waistline follow di bassline right stir round like bowl soup round like hula hoop round like yuh batty cute purpose wine like yard woman grind like yuh numba one jump wave yuh hand real thing know twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk twertwertwertwertwertwer twertwertwertwertwertwer twertwertwertwertwertwer twertwertwertwertwertwer twerk twerk twerk,Tenderness
657,657,If Tomorrow Never Comes,sometimes late night lie awake watch sleeping shes lost peaceful dream turn light lay dark thought cross mind never wake morning would ever doubt way feel heart tomorrow never come know much loved try every way show every day shes one time earth must face world without love gave past gon na enough last tomorrow never come cause ive lost loved one life never knew much loved live regret true feeling never revealed made promise say day much mean avoid circumstance second chance tell feel cause tomorrow never come know much loved try every way show every day shes one time earth must face world without love gave past gon na enough last tomorrow never come tell someone love youre thinkin tomorrow never come,Tenderness
658,658,Here You Come Again,come id begun get together waltz right door like youve done wrap heart round little finger come im make work without look eye lie pretty lie pretty soon im wondering came doubt got smile smile go defense leave little youre messing mind filling sens come looking better body ha right shaking really know come go got smile smile go defense leave little youre messing mind filling sens come looking better body ha right shaking really know come go go go go come go go go go,Sadness
659,659,In the Summertime,summertime affair shaggy ha ravyon sun fun atmosphere oh yes summertime weather high stretch right touch sky weather fine youve got woman youve got woman mind im gon na drive ride see find daddy rich take meal daddy poor feel speedin lane even though speed limit twenty five sun go ill make cutie pie weh say pretty little woman sexy sweet honey sting like bumble bee shaggy say pretty little woman sexy sweet honey sting like bumble bee summertime affair atmosphere man love attire clothes wear burn tyre draw gear shine wax sign snare got rolling christas girl stare shaggy rayvon ultimate pair taking care career tell world beware cause brand new selection musical ear say want say need love everybody please weather fine go fishin go fishin sea happy live life thats philosophy daddy rich take meal daddy poor feel speedin lane even though speed limit twenty five sun go ill make cutie pie sweat run body caramel skin man smiled looked gave grin offered drink said juice gin whispered ear asked doin wa reside told brooklyn atmosphere filled romance eye sparkling voice said let poor head spin raggamuffin shaggy musical swing say pretty little woman sexy sweet honey sting like bumble bee shaggy say pretty little woman sexy sweet honey sting like bumble bee summertime weather high stretch right touch sky weather fine youve got woman youve got woman mind im gon na drive ride see find daddy rich take meal daddy poor feel speedin lane even though speed limit twenty five sun go ill make cutie pie pretty little woman sexy sweet honey sting like bumble bee said pretty little woman sexy sweet honey sting like bumble bee summertime affair atmosphere man love attire clothes wear burn tyre draw gear shine wax sign snare got rolling christas girl stare shaggy rayvon ultimate pair taking care career tell world beware cause brand new selection musical ear summertime summertime summertime summertime sweet summertime,Tenderness
660,660,Wu-Tang: 7th Chamber,yo meth hold hold yo meth killer tape god first fuck tape yo son aint got piece son aint got shit let hold man yo nigga came 40 blunts kid shit came missin son come man dont got nothin shit man come man go head shit man come man ill buy four fuckin killer tape man aiyo aiyo open door man fuck man yo whats yo yo god word bond yo shameek got bust head two time god word mother ghostface killah word life god know shameek fuckin 212 god nigga got bucked nigga black land god word bond came god nowhere god word bond im comin get culture cipher god word bond crazy shot went fuck god nigga let crazy shot kid nigga layin like fuckin newborn fuckin baby god word dead fuckin dead fuck mean fuckin dead god fuck kind question b fuck think easy easy nigga layin fuckin type fuckin blood comin fuckin sarcastically dead yo god whats god god god word bond yo whats im ready fuckin lay im ready get busy god whats yo let go got whats yo yo let go got ta man fuck yo man god god fuck man sayin probably took tape fuck nigga still sweatin tape man fuck talkin get fuck outta fuckin corn good morning vietnam yeah good morning motherfuckin knottyheaded nigga yo camouflage large nigga bitch fuck bottle bring fuckin meth yo yo yo yo gon na drink good night train champion gear rock get boot knocked attack like pit lock shit come freak sound hardcore givin like ding nah shorty get open like six pack killa beez attack flippin murder one phat track aight kick like nike flight word life get robbed spite check method bedrock cause rock head bed like rockin twin glocks shake ground beat break raw sound goin war right yo bombin usually take nigga garment save breath vomit insane nigga psycho ward im trigger plus got wutang sword figure even fuck mine hey yo rza hit shit one time pull foul nigga save beef cow im milkin ho show tical fuck wan na mic piece duke im like sniper hyper ginseng root plo style buddha monk owl fuckin man methtical chessbox wutang style leave mic body bag rap style ha force leave lost like tribe shabazz murderous material made madman mic wrecker inspectah bad man bad land killer rap fanatic representin skill thats iller dare compare get pierced like ear shooby doowop pop strictly hardware armed geared cause broke prison charged system murderin rhythm lo behold another deadly episode bound catch another fuckin charge explode slammin hypeass verse til head burst ramshack dead track thats rap assassin fast quick blast hardrock ran spot like fort knox im hot top notch ghost think logic flashback attacked whole project im raw im rugged raw repeat die seedll ill like approachin yo respect chop neck get vexed like crashin phatass lex clear way make way yo open cage peace im jettin like runaway slave gettin stripped garment boy run jewel meth got open like fallopian tube bring death snake least expect aint damn thing changed boy protect ya neck ruler zigzagzig allah jam fatal quick stick wutang sword right navel suspenseful force bein brought utensil pencil bring strong wind havoc run county like maverick cap tablet gots make fabric aaaahah warrior killer slicin shit like samurai ol dirty bastard bar ol dirty clan terrorist comin like sorceress shootin piss nigga gettin fuckin nerve rhyme kickin make wan na kick fuckin curb boy got funky fresh like old specialist carrier messenger bury ya experience whole experience let applied unique drop science clan thick like plaster bust ya slash ya slit nigga back like dutch master killer style jumped killa hilla wa thriller alifrazier manila came phat track combine interlock like gettin smashed cinder block pow nigga seein pink heart yellow moon orange star green clover,Tension
661,661,Ruby Don’t Take Your Love To Town,youve painted lip rolled curled tinted hair ruby contemplating going somewhere shadow wall tell sun goin oh ruby dont take love town wasnt started old crazy asian war wa proud go patriotic chore yes true im man used oh ruby still need company hard love man whose leg bent paralyzed want need woman age ruby realize wont long ive heard say im around oh ruby dont take love town shes leavin cause heard slammin door way know ive heard slam 100 time could move id get gun put ground oh ruby dont take love town oh ruby god sake turn around,Sadness
662,662,Passionfruit,hold hold fuck fuck shit hold got start mothafuckin record wait minute fuck shit still mothafuckin record ima play mothafucka yall ayy yall get drink goin ill sound whole lot better listen seein got ritualistic cleansin soul addiction cause im fallin apart yeah tension u like picket fence got issue wont mention cause fallin apart passionate mile away passive thing say passin old way cant blame passionate mile away passive thing say passin old way cant blame listen harder buildin trust distance think rule commitment cause fallin apart leavin youre get even dont pick piece leave keep fallin apart passionate mile away passive thing say passin old way cant blame passionate mile away passive thing say passin old way cant blame um trying think right thing say,Sadness
663,663,Dumpweed,understood said many way scared run im scared stay said id leave could never leave know id never cheat ask want know would feel choose go another guy think itd unlikely another guy think hed wan na fight shes dove shes fuckin nightmare unpredictable mistake stay go way late play need girl train heard im sure heard twice dad used give advice would say youve got turn back run come son havent got chance shes dove shes fuckin nightmare unpredictable mistake stay go way late play need girl train shes dove shes fuckin nightmare unpredictable mistake stay go way late play need girl train need girl train need girl train turn back run havent got chance need girl train need girl train turn back run havent got chance,Sadness
664,664,Slavery Days,remember day slavery remember day slavery beat u worked u hard used u til refuse u remember day slavery big fat bull usually pull everywhere must pull shackle around neck see remember day slavery brother feel including sister u survive showing still alive remember day slavery history recall history recall history recall day slavery oh slavery daysoh slavery day remember please remember oh slavery daysoh slavery day,Sadness
665,665,That’s Entertainment,police car screaming siren pneumatic drill rippedup concrete baby wailing stray dog howling screech brake lamplight blinking thats entertainment thats entertainment smash glass rumble boot electric train rippedup phone booth paintsplattered wall cry tomcat light going kick ball say thats entertainment thats entertainment la la la la la ah la la la la la ah day speed slowtime monday pissing rain boring wednesday watching news eating tea freezing cold flat damp wall say thats entertainment thats entertainment la la la la la la la la la la waking 6 cool warm morning opening window breathing petrol amateur band rehearsing nearby yard watching telly thinking bout holiday thats entertainment thats entertainment la la la la la ah la la la la la ah la la la la la ah la la la la la waking bad dream smoking cigarette cuddling warm girl smelling stale perfume hot summer day sticky black tarmac feeding duck park wishing far away thats entertainment thats entertainment two lover kissing mask scream midnight two lover missing tranquility solitude getting cab travelling bus reading grafitti slashedseat affair say thats entertainment thats entertainment la la la la la ah la la la la la ah la la la la la ah la la la la la la la la la la ah la la la la la ah la la la la la ah la la la la la la la la la la ah la la la la la ah la la la la la ah,Sadness
666,666,The Passion of Lovers,nut painted arm keep fear sought cracked pleasure passion lover death said licked lip turned feather watched underneath came aware keep little fox safe sound dead theyd gone ground passion lover death said passion lover death break heart little much joke attract lucky bad type dip wail slip banshee smile get better bigger letter passion lover death said,Sadness
667,667,Blues Dance Raid,music bubble looking trouble shekel fe shenks burn de lamb bread session rocking yeah dem come dem drop time time dem watch dem spy wid dem bad eye tipped informer dem watch come come yeah come raid blue dance yes knew time would right run come gate crash party come raid blue dance raid blue dance raid blue come raid blue dance kick door woe name dem call back de wall rub daughter come raid blue dance dem run come kill vibe interfere wid pig come destroy rasta cry blood dreadlock cry blood raid blue dance darkness night people screaming baton wheeling lot bleeding bruised feeling search warrant outivation walkie talkie reinforcement dem pocket dem draw handcuff dis ya session rough every step way got retaliate yeh fight dem back mash dem vex death dem threat mek arrest kiss neck raid blue dance raid blue run come run come run come kill vibe interfere pig come destroy rasta cry blood dreadlock cry blood come come come come raid come kick speaker come mash tweeter come grab ishenks come lick window come move soft drink come rough people come turn system fe give bitch lick come smash turntable come scratch music come drive meat van come come come raid,Tension
668,668,You Can’t Always Get What You Want,saw today reception glass wine hand knew would meet connection foot wa footloose man cant always get want cant always get want cant always get want try sometime youll find get need saw today reception glass wine hand knew wa gon na meet connection foot wa footloose man cant always get want cant always get want cant always get want try sometimes well might find get need went demonstration get fair share abuse singing gon na vent frustration dont going blow 50amp fuse sing cant always get want cant always get want cant always get want try sometimes well might find get need went chelsea drugstore get prescription filled wa standing line mr jimmy man look pretty ill decided would soda favorite flavor cherry red sung song mr jimmy yeah said one word wa death said cant always get want cant always get want cant always get want try sometimes well might find get need get need yeah oh baby saw today reception glass wa bleeding man wa practiced art deception well could tell bloodstained hand cant always get want yeah cant always get want ooh yeah cant always get want try sometimes might find might find get need ah yeah ah yeah wooh ah cant always get want cant always get want cant cant always get want mmm try sometimes might find might find get need ah yeah ah yeah yeah,Tension
669,669,4th Of July,shower dark day clean spark driving cool waterway baptized drown naked cold sun breathing life like fire thought wa one wa lie cause heard wind saw sky thought wa end thought wa 4th july pale flare light scared light crack disappears lead scorched one everywhere one care fire spreading one want speak hole jesus try crack smile beneath another shovel load heard wind saw sky thought wa end thought wa 4th july heard wind saw sky thought wa end thought wa 4th july july july im control im fall asleep stand still remember sweet everything light roman candle hold hand cause heard wind saw sky thought wa end thought wa 4th july heard wind saw sky thought wa end thought wa 4th july yeahhhhhh,Tension
670,670,About a Girl,need easy friend ear lend think fit shoe clue ill take advantage hang dry cant see every night free im standing line hope time pick number keep date ill take advantage hang dry cant see every night free need easy friend ear lend think fit shoe clue ill take advantage hang dry cant see every night cant see every night free,Sadness
671,671,Spinning Out,childhood time loving towering u spinning like dad doubt hoping wont last smiling face familiar every one tell go wind blow hair rain wet face keep coming back place tastebud change true thing get better age dancing stage baby need new shoe count way tried get back smiling face familiar everyone tell go trying get back trying get back shanananananana trying get back trying get back baby got new shoe trying get back trying get back baby got new shoe,Sadness
672,672,Steppin’ Out,chorus steppin steppin steppin steppin open say come rasta man abracadabra seh catch know youll find hard believe genie lamp anything wish right commanding dance chorus steppin steppin invisible music beam cradle sound riddle see nowhere earth reggae found know youll find hard believe l genie lamp anything wish right commanding dance brimstone hurricane cyclone ask tell know youll find hard believe genie lamp anything wish right commanding dance chorus steppin steppin journey tunnel love wisdom respected hatred rejected planet dread rain dub climb alladins ladder hotter reggae hot open say come rasta man abracadabra seh open say come rasta man abracadabra catch hey steppin say im steppin know right im steppin highest height hottest hot rasta dreadlock move cant stop im groove cant stop cause im love jah music invisible music,Tenderness
673,673,I Love You,must crazy maybe dream much think long feel touch whisper ear word old time word would hear mine wish could go back first day saw shouldve made move looked eye cause know youd feel way youd whisper word youd lie side love please say love three word could change life forever promise always together till end time today finally find courage deep inside walk right door body cant move finally get like thousand time without word handed letter read hope find way heart said love please say love till end time well maybe need little love yeah maybe need little care maybe maybe need somebody hold reach ill love please say love please say love three word could change life forever promise always together oh love please say love please say love till end time oh baby baby together forever love light shining eye,Tenderness
674,674,When I’m Thinking About You,rooftop plane sky beat bass drum car passing bridge dark back light river raincoat forest face still moment red green slow shuffling shoe whisper sight unseen row upon row house return empty stare let daydream little longer ah yeah hope ill never wake im thinking yeah hope ill never wake co im thinking twominute hailstorm melt rain oh sing rainbow sunny swallow overhead traffic snarl could could keep dreaming little longer hope ill never wake im thinking know never want wake co im thinking youre searching soul youre searching pleasure often pain find youre coasting along nobody trying hard turn around like yeah hope never wake im thinking close eye dear ill never never wake stop thinking,Sadness
675,675,Energy,lickwood mean rewind gunshot mean forward requested rewind yeah way way way turn yeah look got enemy got lot enemy got lot people tryna drain energy tryna take wave nigga fuckin kid pray nigga got girl real life tryna fuck day fuck goin online aint part day got real shit poppin family got nigga never leave canada got two mortgage thirty million total got nigga thatll still try fuckin got rap nigga got ta act like like actin day fuck nigga life yeah got enemy got lot enemy got lot people tryna drain energy tryna take wave nigga fuckin kid pray nigga got people talkin man like give fuck bought one purse bought one truck bought one house bought one mall keep buyin shit make sure keep track got bitch askin code wifi talk timeline show picture friend tell aint really friend exgirl female version got stripper life virgin hear everybody talkin bout gon got high hope nigga gon see got money court til nigga free bout call uber got somewhere hear fairy tale bout gon run well run see gon see got enemy got lot enemy got lot people tryna drain energy tryna take wave nigga fuckin kid pray nigga nah fuck nigga aint finished yall dont wan na hear say go yall dont wan na see win win 50 whoa got real one livin past kennedy road got real one wit everywhere go im tryna tell ya got enemy got lot enemy every time see em somethin wrong memory tryna take away nigga tired savin nigga mayne yeah run em got enemy got lot enemy got lot people tryna drain energy tryna take wave nigga fuckin kid pray nigga im,Tension
676,676,Jumpin’ Jack Flash,one two wa born crossfire hurricane howled morning drivin rain right fact gas right im jumpin jack flash gas gas gas wa raised toothless bearded hag wa schooled strap right across back right fact gas right im jumpin jack flash gas gas gas wa drowned wa washed left dead fell foot saw bled yeah yeah frowned crumb crust bread yeah yeah yeah wa crowned spike right thru head yeah right fact gas right im jumpin jack flash gas gas gas jumpin jack flash gas jumpin jack flash gas jumpin jack flash gas jumpin jack flash gas,Sadness
677,677,This Corrosion,hey hey hey yehey nonow hey hey hey yehey nonow hey hey hey yehey nonow gim ring kissed told gim something missed gim ring hand hold wild seems gim ring kill king love law well turn round gim ring gim dream child hear call gim ring loan level still floor gim ring sing dream child hear sing sing hey hey sing corrosion hey hey sing corrosion hey hey sing corrosion hey hey ooooooh oooooh oooooooh ooooooh oooooh oooooooh ooooooh oooooh oooooooh ooooooh oooooh oooooooh sing sing hey hey sing corrosion hey hey sing corrosion hey hey sing corrosion hey hey hey hey hey ooooooh oooooh oooooooh hey hey ooooooh oooooh oooooooh hey hey hey hey hey hey gim siren child hear gim siren child hear call sing child right wrong gim thing dont last long gim siren child hear call sing sing hey hey sing corrosion hey hey sing corrosion hey hey sing corrosion hey hey day like time like feel animal deep inside heel haunch bended knee living tried somebody send please dream war ticket seem giving selling dont belong well say dyou word giving away got song sing sing hey hey sing corrosion hey hey sing corrosion hey hey sing corrosion hey hey sing hey hey sing corrosion hey hey sing corrosion hey hey sing corrosion hey hey got nothing say aint said bled wont bleed dont need one understand blood run hold hired hand heart hand god floodland driven apart run cold hey hey turn cold burn like healing hand hey hey sing corrosion like healing hand hey hey sing corrosion like healing hand hey hey sing corrosion like healing hand hey hey like healing hand hey hey sing corrosion like healing hand hey hey sing corrosion like healing hand hey hey sing corrosion like healing hand hey hey like healing hand hey hey sing corrosion like healing hand hey hey sing corrosion like healing hand hey hey sing corrosion like healing hand hey hey like healing hand hey hey sing corrosion like healing hand hey hey sing corrosion like healing hand hey hey sing corrosion like healing hand hey hey like healing hand hey hey sing corrosion like healing hand hey hey sing corrosion like healing hand hey hey sing corrosion like healing hand hey hey like healing hand hey hey sing corrosion like healing hand hey hey sing corrosion like healing hand hey hey sing corrosion like healing hand hey hey like healing hand hey hey sing corrosion like healing hand hey hey sing corrosion like healing hand,Tension
678,678,Archives of Pain,wonder think damn well think youre god something god give life god taketh away think devil hospital cure prison must bring pain dont ashamed slaughter centre humanity cruelty never redemption fool regret yesterday nail house lord buried box killer killer killer drained white body hang gallows righteous hindleys crotchet lecture pain penance forget martyr remember victim weak die young right crouch make strong kill yeltsin saying zhirinovsky le pen hindley brady ireland allitt sutcliffe dahmer nilsen yoshinori ueda blanche pickle amin milosevic give respect deserve give respect deserve give respect deserve give respect deserve execution needed bloody vessel peace man make death death make man tear torso horse chain killer view like view world pick hole punish le rise pain sterilise rapist preach extinction kill yeltsin saying zhirinovsky le pen hindley brady ireland allitt sutcliffe dahmer nilsen yoshinori ueda blanche pickle amin manic street preacher give respect deserve give respect deserve give respect deserve give respect deserve,Tension
679,679,Last Man Standing,dont wan na last man standin wait minute maybe dont mind ill start new line decide thinkin go front youre hurry like heaven aint waitin dont wan na last man standin second thought maybe gettin hard watch pal check cut like wore knife one thing learned runnin road forever dont apply life waylon ray merle old norro lived fast still got lotta good friend left wonder next dont wan na last man standin wait minute maybe dont mind ill start new line decide thinkin go front youre hurry like heaven aint waitin dont wan na last man standin second thought maybe maybe well meet side well pick sing load bus ride dont wan na last man standin wait minute maybe dont mind ill start new line decide thinkin go front youre hurry cause hell awaitin dont wan na last man standin second thought maybe yeah maybe yeah maybe yeah maybe,Tension
680,680,Don’t Need The Sunshine,well peculiar feeling like sunburn evening dark cloud way think unlikely life could ever shine brightly sun ha gone pressure rain chorus dont need sunshine dont need moonlight dont need good time dont need boogie well find change season effect without reason youve greeting nothing say youd swear youd feel much better summerd last forever sky clear nowhere near rain dont need sunshine dont mind rain dont need goodtimes could feel lean maybe could see could believe sinlge word true dont need sunshine dont need goodtimes dont need anything anyones giving anyones giving dont mind lie keep talking well throw away sunshine socalled little life line know mean decided answer could bought across counter sista dista ha left good rain ha gone away chorus dont need sunshine dont need goodtimes dont need anything anyones giving anyones giving dont mind lie keep talking rain ha gone away x5 dont mind lie keep talking,Sadness
681,681,Holla,yeah yeah shit sound like one two oclock mornin full moon nigga truck creepin fresh box ecstasy pill bitch yeah team select please collect g connect thief nigga direct tree smokefest wan na take toke yes newest zone im im like smithsonian nigga fuck call napoleon wave torch cut head leviathan terminology im rhymin cause frenzy ireland hit ya im gon get ya drop bomb scripture barmitzvah yo map shit blast speaker wifebeater bushe new pair sneaker street nigga hang sidewalk thats learned fly talk pimp strut skywalk moderatin establish whole conglomerate way honor youll never conquer see wreck ha global effect even polish people young restless old feeble peep czechoslovakian yugoslavian nigga bounce dont botherin nigga feel whole cathedralish bounce put one stomach leave fetalish crouch nigga vernacular spectacular strategic plansll lookin wacker postal office massacre make move like fatso bounce minivan astro gat blow ayo get get get dough ha get dough nigga roll light smoke dro smoke dro bitch shake yo hip bounce real slow nigga rep yo hood im nigga nigga yeah see yeah holla throw yo gun motherfuckin air cmon bitch youre yeah bitch yeah see know see yall holla yeah whole entire mind state deeper astronomy mathematics like galileo smash nigga like mashed potato back nigga used rock ballys clark used watch little nigga shouldnt hustle nickel crack park barrel spray brighter flame dark bloodspill stain street thats nigga leavin mark fuckin diplomat love bailey monopolize quickly get money fuckin israeli solid symbolic handful nigga schemin wallet type nigga conspirin kidnappin shit happens gun clap gift wrappin follow style switch like group religious nigga schemin kill archbishop big pussy nigga actin hard call atheist dont believe god like grand feast celebratin bounce century tote recipe quick type discrepancy busta rhyme great renaissance artist architect like filippo brunelleschi portrait hard get got obscure shit street nevertheless split head chest rock beat yo got obscure shit street nevertheless split head chest rock beat ayo get get get dough ha roll light smoke dro get dough smoke dro muhfuckers bitch shake yo hip bounce real slow yeah yeah yeah nigga rep yo hood im nigga yeah nigga cmon yeah see yeah know see yall holla throw yo motherfuckin gun sky cmon bitch youre bitch yaknow see yall yeah see yeah yeah holla holla cmon yeah busta rhyme cookin little brown stew n chicken dr dre nigga yeah yeah understand youre happy thats wife im mistress got ta go back home let swallow let lick right place want cum ill bathe well get tub well fuck ill lick ill braid hair fuck anyway please almost anything finished youre happy go back home wife dont ever forget im wife law,Tension
